"`_id`","title","author","publisher","`date`","price","content","category","score"
376,마더와이즈 지혜,드니스 글렌 저,디모데,"2015년 09월","14,000원","여성과 아내 그리고 엄마로서 승리하는 삶을 살도록 돕는 지혜의 메시지그리스도와의 긴밀한 관계 속에서 삶의 토대를 세워가는 8주 과정오늘날 여성을 둘러싼 삶의 양상은 어느 때보다 복잡하다. 엄마와 아내로서 뿐만 아니라 일과 사역까지도 감당해야 하는 복잡다단한 생활 속에서 자신을 잃어버리기 일쑤다. 하나님 안에서 한 사람의 여성으로서 자신의 정체성을 바로 세우고 엄마와 아내의 역할, 나아가 일과 사역까지도 지혜롭게 감당하려면 이 모든 관계를 진리의 토대 위에 바로 세워야 한다. 그때에야 하나님 안에서 자신의 정체성을 지키고 주어진 본분을 다하며 현숙한 믿음의 사람으로 설 수 있다. 이 책을 통해 우리는 하나님과의 관계를 어그러뜨리고, 자신을 사랑하지 못하게 방해하는 마음의 문제들을 살펴보고, 남편을 이해하고 섬기기 위한 실제적인 방법과 자녀를 훈육하는 성경의 지혜를 얻게 될 것이다. 또한 일과 사역 속에서 우선순위를 바로 세움으로 건강한 삶의 균형을 잡게 될 것이다. 주님은 이 땅을 사는 동안 생명의 근원이 되어주신다. 이 책은 삶의 모든 관계에서 그분이 주인 되시는 지혜로운 여성의 길로 당신을 인도할 것이다.",신앙생활,"9.9"
377,초등 필수 영단어 무작정 따라하기 ,Claire park 저,길벗스쿨,"2018년 10월","14,000원","교육부 권장 초등 필수 영단어를 한 권에 담았어요!《초등 필수 영단어 무작정 따라하기》는 영어 공부를 시작하는 초등학교 저학년 학생들이 단어부터 차근차근 초등 영어 공부의 기초를 세울 수 있도록 쉽고 알차게 구성하였다. 재미있는 그림을 보면서 단어의 연상 이미지를 만들고 원어민 선생님의 정확한 발음 듣리고 한 번, 신나는 챈트를 통해 두 번 반복해서 듣고 외우면 초등 필 수 영단어 1,000개가 내 것이 된다.",영어,"9.7"
378,스즈키 바이올린 교본 2,편집부,세광음악출판사,"2009년 12월","12,000원","저자 스즈키의 30년에 걸친 교육 경험에 의하여 엮어진 이 교본은 국내외를 막론하여 높이 평가하는 바이올린 교본으로서, 새로운 지도법과 연주법을 누구나 알기 쉽게 설명하였다. 첨부된 CD를 들어보며 집에서도 혼자 연습할 수 있게 배려했다.",음악이론/비평,"9.6"
379,시간은 흐르지 않는다,카를로 로벨리 저,쌤앤파커스,"2019년 06월","16,000원","“시간에 관한 우주의 거대한 이야기가 이 책 속에 온전히 담겨 있다!” 『모든 순간의 물리학』 카를로 로벨리가 이끄는 ‘시간의 신비’에 관한 지적 탐험 양자중력 이론의 선구자, 카를로 로벨리의 세 번째 책이 출간되었다. 『모든 순간의 물리학』, 『보이는 세상은 실재가 아니다』에 이은 이번 책은 양자중력 이론의 관점에서 바라본 ‘시간’에 관한 이야기. ‘시간이란 도대체 무엇일까?’ ‘시간이 흐른다는 것은 실제로 어떤 의미일까?’ ‘우리가 이곳에서 경험하는 시간과 우주의 시간은 다른 것일까?’ ‘왜 과거는 떠올릴 수 있고 미래는 떠올릴 수 없을까?’…. 이 책은 이러한 질문들에 대한 카를로 로벨리의 충실한 답변서이다. 로벨리는 신비스러운 시간의 본질을 파헤치기 위해, 우리가 가진 통상적인 시간관념을 모조리 깨트린다. 즉, 우주에는 단 하나의 유일한 시간이 존재하지 않고, 시간은 과거에서 미래를 향해 한 방향으로 나아가는 것도 아니며, 규칙성을 가지고 일정하게 흐르는 것이 아니라는 것. 이 모든 것은 시간에 관한 우리의 지각 오류가 만든 산물이자 지구라는 환경의 특수성, 근사성이 만들어낸 결과라고 말한다. 이 책에는 시간에 관한 우주의 거대한 이야기가 온전히 담겨 있다. 이 책을 통해 우리는 인간이 인류의 역사에서 시간을 어떻게 이해해왔는지 알게 되고, 나아가 인간의 한계를 뛰어넘어 지구의 시간, 아니 우주의 시간 그리고 시간의 본질에 대한 이해에 한 발짝 가까이 다가갈 수 있을 것이다. 덤으로 물리학과 철학, 그리고 문학이 한데 어우러진 문장마다 깃든 아름다움은 과학책에서는 발견하기 드문 쏠쏠한 행운이기도 하다.",물리학 일반,"9.2"
380,기분을 말해 봐!,앤서니 브라운 글그림/홍연미 역,웅진주니어,"2011년 07월","11,000원","의사소통이 수월하지 않은 우리 아이에게 꼭 필요한 질문 ""너의 감정을 말해 봐""앤서니 브라운의 단순하면서도 명료한 그림체와 함께 아이의 기분 표현하기를 도와주세요! 유아기에는 ‘성장의 폭발기’라고 할 정도로 다양한 방면의 성장이 이뤄집니다. 신체인지 발달뿐만 아니라 다양한 감정을 느끼고 표현하기 시작하며 정서 발달도 활발해집니다. ‘좋다’, ‘나쁘다’의 단순한 감정에서 벗어나 다양하고 세분화된 감정을 표현할 뿐 아니라, 또래와의 상호작용도 증가하면서 타인의 감정에도 관심을 가지기 시작합니다. 이렇게 유아기에 건강하게 자신의 감정을 표현하고, 자신뿐 아니라 타인의 감정을 이해하는 것은 성인기의 사회생활의 밑바탕이 됩니다. 따라서 아이들에게는 다양한 감정 및 심리 등을 이해하고 표현할 수 있도록 도와주는 그림책이 필요한 것이지요.『기분을 말해 봐!』에서 침팬지는 여러 가지 상황에서 느끼는 다양한 감정을 하나씩 나열합니다. 지루함, 행복, 슬픔, 외로움, 화, 죄책감, 자신만만함, 부끄러움 등 모두 아이들이 일상 속에서 경험하는 일반적인 감정들입니다. 그리고 마지막에는 침팬지가 책을 읽는 아이에게 ‘넌 어때?'라고 묻습니다. 그 질문은 아이가 자신이 느끼는 감정을 들여다 볼 수 있게 만드는 중요한 계기가 될 것입니다. 또 아이의 감정을 적극적으로 이해하고 수용하려는 부모의 개방적인 태도입니다. 부모는 우선 ‘그래, 네가 이래서 그랬구나.’라고 아이의 감정을 이해하고 받아들이려 노력해야 합니다. 그리고 아이와 함께 감정에 대해서 이야기를 나누고 건강한 감정 표현을 찾아볼 수 있게 도와주어야 합니다. 앤서니 브라운의 『기분을 말해 봐!』는 부모와 아이가 함께 볼 수 있는 좋은 감정 코칭 그림책이 될 것입니다.",유아 그림/동화책,"9.6"
381,투에이스의 부동산 절세의 기술,김동우 저/송희창 감수,지혜로,"2019년 05월","19,000원","이제 세금을 알아야 부동산 투자에서 살아남는다! 각종 정부 규제에 관한 해법과 법인을 활용한 ‘절세의 기술’까지 모두 수록! 최근 쏟아진 부동산 대책으로 투자자들이 설 자리를 잃고 있다. 힘들게 수익을 올렸는데 세금을 내고 나면 이익이 거의 없는 경우도 빈번하다. 이 위기를 해결하는 방법은 무엇일까? 바로 법인을 통한 ‘분산’이다. 이번 『절세의 기술』 개정판에는 법인을 활용한 부동산 투자의 장점과 법인세 활용 방안, 임대사업자 등록과 법인 설립 전 주의할 점이 꼼꼼히 담겨 있다. 또한 종합부동산세 절세방안, 다주택자가 양도세 절세방안, 상속세 및 증여세까지 담아내어 실전에서 활용하기에 부족함이 없다. 이제 부동산 투자자에게 세금은 투자의 성패를 좌우하는 열쇠다. ‘세무 전문가들도 인정하는 세금 고수’ 투에이스 김동우가 출간한 이 책은 4년 연속 세금 분야 베스트셀러로 자리매김하며 투자자들에게 든든한 밑거름이 되어 주었다. 이번 개정판에는 변화한 세법과 그 대비책을 80페이지를 더 추가하여 완벽하게 소개했다. 부동산을 사고, 보유하고, 임대하고, 매도할 때까지 끈질기게 따라다니는 세금. 새로워진 「절세의 기술」을 안다면 지혜롭게 대처할 수 있을 것이다.",부동산/경매,"9.9"
382,수축사회,홍성국 저,메디치미디어,"2018년 12월","18,000원","위기의 수축사회, 생존전략을 세워라 지난 시절 미래는 늘 밝고 희망적이었다. 현실이 다소 어렵더라도 시간이 지나면 삶이 크게 향상될 거라고 기대할 수 있었다. 그런데 언젠가부터 미래가 암울하고 불확실해졌다. 전 세계적으로 기술과 경제적 이권을 둘러싼 싸움이 점점 더 첨예해지고 종교와 패권을 둘러싼 힘겨루기는 전쟁 직전의 불안감을 고조시키고 있다. 파이의 전체 크기가 줄어드는 상황에서 전방위 갈등이 제로섬전쟁으로 나타나고 있는 것이다. 저자는 디플레이션이나 경제위기만으로 설명할 수 없는 이 전환 상황을 ‘수축사회’라는 개념으로 설명한다. 세계는 2000년대 초반 전 지구적 호황 이후 2008년 전환형 복합위기를 맞으면서 본격적으로 수축사회에 진입했다. 인구 감소와 생산성의 획기적 증대로 인한 공급과잉, 역사상 최고 수준의 부채, 부의 양극화로 세상은 더 이상 성장이 어려운 환경이 되었다. 우리는 한 번도 도래한 적 없는 낯선 세계에 적응해야 하는 과제를 떠안게 됐다. 저자는 이 책에서 수축사회의 모습과 생존전략을 종합적으로 살펴봄으로써 성장 신화에 기대지 않고 위기를 헤쳐 나갈 방향을 제시한다.",각국 경제/경제사/전망,"9.4"
383,"곰돌이 푸, 행복한 일은 매일 있어 ",곰돌이 푸 원작,알에이치코리아(RHK),"2018년 03월","12,000원","나를 지키기 위해 자꾸만 나를 잃어가는 세상 속에서, 나로 살기 위한 곰돌이 푸의 마음을 들여다보는 말. “푸는 말이야, 머리는 별로 좋지 않지만 절대 나쁜 일은 하지 않아!바보 같은 짓을 해도 푸가 하면 잘 돼.”이 책 『곰돌이 푸, 행복한 일은 매일 있어』는 곰돌이 푸의 긍정적인 기운과 ‘나의 삶은 나의 방식으로 정한다’라고 말했던 독일의 철학자 니체의 말 중에서 오늘날의 우리에게도 도움이 될 만한 조언들을 모았다. 말하자면 곰돌의 푸의 입으로 전하고 니체가 거드는 셈이다. 행복은 여전히 먼 곳에 있고, 나는 어떤 사람인지, 나는 무엇을 할 때 행복했는지에 대한 기억도 점차 흐려져 오늘도 ‘행복’을 찾는 일이 영 요원하게 느껴질 때, 이 책을 펼치면 어떤 페이지를 열든 푸가 느긋한 미소를 지으며 ‘너무 걱정하지 마. 다 잘 될 거야’라고 말하며 우리를 위로해줄 것이다. 어린 시절 우리의 마음을 행복으로 물들여주었던 작지만 사랑스러운 그 모습 그대로! ""멋지지 않으면 어떤가요? 눈앞의 행복을 꽉 잡으세요. 행복이 눈앞에 있는데도 나의 대외적인 이미지 때문에 외면하고 있나요? 혹은 눈앞의 행복이 생각했던 것처럼 근사하지 않아서 머뭇거리게 되나요? 멋지지 않아도 됩니다. 다른 사람의 시선은 그리 중요한 게 아니에요. (...) 어떻게든 찾아온 행복을 꽉 움켜쥐세요!""이렇듯 이 책은 행복한 기억으로 남아 있는 곰돌이 푸의 추억을 다시 불러온다. 그래서 푸를 기억하고 있는 사람이라면 누구라도, 단순하지만 편안하게 스며들어오는 푸의 이야기 속에서 오늘을 살아가기 위한 용기를 얻어갈 수 있을 것이다.",삶의 자세와 지혜,"8.7"
384,고교 입시가 명문대 입학을 결정한다,김진호 저,경향비피,"2019년 09월","16,800원","학생부종합전형을 효과적으로 대비하기 위해 꼭 알아야 할 아이의 적성과 입시의 연계 방법을 담았다. 라면을 끓이는데도 설명서가 필요한데 하물며 대학을 가는데 입시 설명서가 필요한 것은 당연한 것이다. 수많은 입시요강들 앞에서 한없이 작아지는 부모들은 그저 공부만 잘 하면 명문대에 진학 할 수 있으니 공부만 열심히 하라고 한다. 그러나 시대는 변화하였고, 대학 진학의 방법도 다양해졌다. 이제 모두가 공부 열심히 해서 명문대에 진학하는 시대는 끝이 난 것이다.아이들의 특성이 개개인마다 다 다른데 어떻게 모두 같은 방법으로 대학을 갈 수 있겠는가? 이 책의 저자이자 씨앤씨입시연구소장인 김진호는 “이제는 아이의 적성을 파악해서 입시와 연계를 시켜야 한다.”고 말한다. 아이들의 성향과 취향이 각기 다르듯 대학 가는 길도 여러 갈래이기 때문이다.이제 고등학교 성적이 대학 입시를 결정하는 시대가 가고, 부모가 아이의 적성을 빨리 파악해서 아이에게 맞는 길을 제시해주는 것이 대학 입시에서 가장 중요한 과정이 되었다. 고등학교 가서 준비하면 늦다. 고교 진학 이전에 아이의 적성을 빨리 파악해 우리 아이에게 가장 알맞은 고등학교는 어디일지 결정해서 준비해야 한다. 『고교 입시가 명문대 입학을 결정한다』에서는 여러 고등학교의 입학 전형과 특징들을 알려주고, 저자가 입시연구소에서 아이의 적성을 찾아 컨설팅한 사례들을 제시하였다. 내가 제일 잘 아는 내 아이의 특성을 파악하고 그에 맞는 진로를 함께 계획해 대학 입시의 출발점에 먼저 서보자. 대학입시도 유비무환이다.",자녀교육일반,"10.0"
385,노견일기 1,정우열 저,동그람이,"2019년 08월","15,000원","“어? 이거 나랑 내 개 이야기인데?” 2번씩 정독하는 만화 노견일기는 인기 캐릭터 ‘올드독’으로 활동하는 정우열 작가가 올해 열여섯 살인 반려견 ‘풋코’와 제주에서 보내는 일상을 그린 에세이툰이다. 2018년 ‘내 개의 마지막 겨울일까 싶어서’란 문구로 반려인들의 가슴을 울리며 네이버 동물공감판에서 연재를 시작했다. 독자들에게 ‘내 반려견과의 일상을 그대로 그려놓은 것만 같다’는 평가를 받으며, 반려인들의 마음에 긴 여운을 남기는 작품으로 사랑을 받고 있다. 개를 키우는, 키웠던 사람들을 위한 작가의 기록 늙은 개와 사는 건 슬프고 힘든 걸까? 작가는 일상에서 그냥 지나칠 수 있는 순간들을 예리하게 포착해 ‘늙은 개’라는 다소 무거울 수 있는 주제를 특유의 유머와 재치로 풀어낸다. 동물과 사는 삶에 대한 따뜻한 통찰로 반려인에게는 반려동물과 후회 없는 시간을 보내라는 메시지를, 이미 반려동물을 떠나보낸 분들에게는 따뜻한 위로를 건네준다.",동물 에세이,"10.0"
386,마음이 살짝 기운다,나태주 저/로아 그림,알에이치코리아(RHK),"2019년 02월","14,000원","“제 곁에서 그렇게 좋은 말을 하면 제가 그 말을 훔쳐다 시로 쓸 것입니다.” 풀꽃 시인 나태주의 미공개 신작 시 100편따뜻한 시선으로 세상과 사람을 바라보는 시인, 나태주의 신작 시집이다. 『가장 예쁜 생각을 너에게 주고 싶다』, 『오래 보아야 예쁘다 너도 그렇다』 등 많은 이들의 공감을 불러일으키는 시집을 선보이며 큰 사랑을 받아 온 그가 이번에는 감사의 마음을 듬뿍 담아 『마음이 살짝 기운다』를 펴냈다. 꿀벌이 예쁜 꽃에서 꿀을 가져와 벌꿀을 만들 듯, 시인은 여기저기에 흩어져 있는 아름다운 것들을 살포시 가져와 시로 써내려가는 것이라고 말하는 나태주 시인의 신작 시 100편이 수록되어 있다. 늘 그래왔듯 소소함 속에서도 진하게 느껴지는 여운과 다정한 감정이 녹아 있는 시인의 작품들은 우리에게 살가운 위로와 어루만짐을 주고 일상의 행복감을 선사한다.보고픈 이와 아름다운 모든 것에게 살며시 건네는 인사“사랑아, 너 그냥 그 자리에서 있거라. 가까이 오려고 애쓰지 말아라. 웃고만 있거라. 강건하여라. 울지 말아라. 지치지 말아라. // 우리는 헤어져 있어도 헤어져 있는 것이 아니란다. 멀리 살아도 언제나 만나고 또 만나는 것이란다. 하늘에 바람결에 소식 띄운다.” 책장을 넘기자마자 만날 수 있는 서문의 일부다. 나태주 시인 특유의 감성이 고스란히 묻어있는 이 글은 읽는 이들로 하여금 주변 사람들과 모든 사물 그리고 삶을 대하는 우리의 자세에 대해 돌아보게 한다. 서문에서도 엿볼 수 있듯, 『마음이 살짝 기운다』에서는 삶 곳곳에 놓여있는 아름다운 것들과 애틋한 사랑에게 안녕을 전하고 마음속에 고이 간직하고 있는 나의 사람들에게 안부를 묻는다. 1장 ‘너를 생각하고 너를 사랑하는 일’은 언제나 보고 싶은 연인의 이야기다. 설렘 가득한 사랑을 하다가 슬프게 이별하고, 오래도록 그리워하는 마음에 대해 썼다. 2장 ‘많이 예쁘거라 오래오래 웃고 있거라’는 생각만 해도 가슴이 뭉클해지는 부모님을 비롯해 모든 걸 주어도 아깝지 않을 가족들을 향한 애정이며, 3장 ‘바람 한 점 나누어 먹고 햇살 한입 받아서 먹다가’는 당연하게 여겨져 쉽게 지나쳤을 자연과 일상에 대한 감탄과 고마움이 드러난다. 마지막으로 4장 ‘바람 부는 날이면 전화를 걸고 싶다’에서는 삶에서 마주했던 인연들에게 전하는 진심을 들을 수 있다. 누군가에게 천천히 말해주고 싶은 이토록이나 아름다운 시는 당신에게 그리고 당신 곁에 있는 소중한 사람들에게 온기를 선물한다.공감부터 위로, 응원까지, 당신을 포근히 감싸 안는 이야기연인과 가족, 친구는 물론 자연과 지난날의 추억 등 다양한 대상을 위하여, 감사함, 그리움, 사랑하는 마음과 슬픔 등 폭넓은 정서에 관하여 노래한 시들이 쓰여 있는데, 이는 우리 모두의 이야기처럼 다가온다. 이러한 점 덕분에 많은 사람들이 깊은 울림과 감동을 느낄 수 있는 것이다. 시를 차근차근 읽다보면 공감과 위로를 받을 수 있게 된다. 여기에 감각적인 색감이 돋보이는 소담스러운 수채화 작품을 그려온 로아 작가의 일러스트가 어우러져 더욱 눈길을 사로잡는다. 누군가의 응원이 필요한 당신을 『마음이 살짝 기운다』가 포근히 감싸 안아줄 것이다.드라마〈로맨스는 별책부록〉이종석이 자신의 마음을 전하며 읽은 시 수록!""그렇다면 누군가 두고 온 한 사람이 보고 싶은 거다또다시 누군가를 다시 사랑하고 싶어마음이 안달해서 그러는 것이다""- p.65, 「명사산 추억」 중에서",한국 시,"9.4"
387,설민석의 통일 대모험 - 하,"스토리박스,설민석 글/원프로 그림/태건 역사 연구소 감수",아이휴먼,"2018년 12월","13,000원","통일 한반도를 한 걸음 앞서 생각합니다! 대한민국 최고의 한국사 전문가 설민석 선생님과 함께 한반도의 미래를 그려보세요! 『설민석의 통일 대모험』 하권에서는 통일을 방해하려는 악당들을 물리치고 로렐라이를 구출해내고자 노력하는 설쌤 일행의 여정과 함께, 통일 이후 한반도와 우리 민족에게 어떤 변화가 일어날지 상상의 나래를 펼쳐보았습니다. 상권에서 이야기했던 통일을 해야 하는 민족적, 인도적, 경제적 이유를 다시금 되새기며, 통일 한반도의 모습을 다양한 시각에서 미리 살펴보았습니다. 통일 한반도에서는 이제 가족들이 서로 떨어져 생사도 모른 채 살지 않아도 되며, 남북한의 학생들이 부산에서 개성으로, 평양에서 경주로 수학여행을 갈 수 있습니다. 대륙과 맞닿아 있다는 지리적 이점을 활용하여 고속열차를 타고 아시아와 유럽 대륙 어느 곳이든 자유롭게 다닐 수도 있습니다. 분단의 상징이었던 DMZ(비무장 지대)는 평화의 상징으로 탈바꿈하고, 북한이 남침을 위해 파놓은 제3땅굴은 하나 된 한반도의 미래를 보여주는 미술관으로 재탄생했습니다. 또한 민족의 명산 금강산은 수많은 외국 관광객들이 방문하는 세계 제일의 관광 명소가 될 것입니다.",한국사/세계사/지리,"9.4"
388,"스무살, 반야심경에 미치다",김용옥 저,통나무,"2019년 07월","15,000원","도올, 『반야심경』으로 새로운 깨달음을 전해준다!20대의 도올은 『반야심경』의 의미를 접하고 충격을 받는다. 이 책은 그 이야기부터 시작하여 『반야심경』과 관련된 모든 것을 다룬다. 『반야심경』은 대승불교의 핵심 경전이다. 이 경전이 탄생되기까지의 결정적 장면들을 생동감 있게 이야기한다. 싯달타에서 대승불교까지의 인도 불교사가 일목요연하게 정리되어 있다. 또 공空사상이 전면에 등장하는 『반야심경』 텍스트를 심도 있게 분석하여, 반야지혜의 구체적 내용을 현재 우리의 문제의식과 결부시켜 쉽게 설명해준다. 또한 이 책은 한국불교의 흐름과 그 본질적 성격도 재미있는 이야기로 전해준다. 선禪중심의 한국불교는 독특하다. 서산대사로부터 경허, 만공을 거쳐 성철, 법정으로 이어지는 우리 선 수행 전통의 도도한 흐름을 알 수 있다. 여기에 우리 불교의 내밀한 인간적 모습과 큰 울림을 주는 선사들의 공안을 소개하면서 한국불교가 조선시대에 핍박을 받음으로 인해 오히려 순결한 수행풍토가 이어져왔다는 아이러니를 알려준다. 저자가 들려주는 위대한 수행자 경허의 이야기는 무엇이든 감동적이다.",불교 경전/법문,"8.2"
389,타인을 안아주듯 나를 안았다,흔글 저,알에이치코리아(RHK),"2019년 06월","14,800원","모두에게 좋은 사람이 되고자‘나’를 잃어버린 당신에게 전하는흔글의 진심 어린 위로힘들어하는 주위 사람들에게 따뜻한 말을 건네기는 쉽지만 정작 나 자신에게는 따뜻하지 못한 사람들이 있다. 타인의 말에 의미 없는 맞장구를 보태고 타인의 감정을 살피며 보낸 하루에 정작 ‘나’는 어디에 있는지 곱씹으면서. 빈껍데기 같다는 생각에 속상해하면서. 우리는 종종 내 마음에는 소홀한 채, 다른 사람의 마음에 더 매달리곤 한다. 『타인을 안아주듯 나를 안았다』의 저자 흔글 역시 타인을 안아주는 것에 더 능숙했고, 때문에 속으로 삼킨 울음이 많았다. 그런 그가 타인의 마음을 더 신경 쓰느라 무관심했던 나의 날들을 돌아보라고 말해준다. 타인을 안아주던 그 온도로. 위로와 격려의 글로 수많은 이들의 마음을 다독여준 저자는 마주했던 사람들과 상황들에서 얻었던 ‘나’를 안다는 것의 소중함에 대해 나눈다. 조금 더 일찍 알았더라면 좋았겠지만, 다른 누군가에게는 뒤늦은 깨달음이 되지 않길 바라는 따뜻한 마음으로 말이다.",삶의 자세와 지혜,"9.5"
390,Do it! 점프 투 파이썬,박응용 저,이지스퍼블리싱,"2019년 06월","18,800원","파이썬 4년 연속 베스트셀러 1위! 『Do it! 점프 투 파이썬』 전면 개정판 출시!문과생도 중고등학생도 직장인도 프로그래밍에 눈뜨게 만든 바로 그 책이 전면 개정판으로 새로 태어났다! 2016년 《Do it! 점프 투 파이썬》으로 출간되었던 이 책은 약 4년 동안의 피드백을 반영하여 초보자가 더 빠르게 입문하고, 더 깊이 있게 공부할 수 있도록 개정되었다. 특히 ‘나 혼자 코딩’과 ‘코딩 면허 시험 20제’ 등 독자의 학습 흐름에 맞게 문제를 보강한 점이 눈에 띈다. 실습량도 두 배로 늘었다.4년 동안 압도적 1위! 위키독스 누적 방문 200만! 수많은 대학 및 학원의 교재 채택 등! 검증은 이미 끝났다. 코딩을 처음 배우는 중고등학생부터 나만의 경쟁력이 필요한 문과생, 데이터 분석과 인공지능/머신러닝으로 커리어를 뻗어 나가고 싶은 직장인까지! 프로그래밍의 세계에 풍덩 빠져 보자.",파이썬,"9.5"
391,돈 공부는 처음이라,"김종봉,제갈현열 저",다산북스,"2019년 02월","16,000원","“500만 원이 있다면, 이번 생은 아직 틀리지 않았다” 누구나 따라 할 수 있는 4단계 완성 돈이 모이는 습관 단돈 500만 원으로 시작했지만 이제는 투자 수익만으로 한 달에 1억 원을 버는 투자의 대가 김종봉(JB)의 경험을 베스트셀러 저자 제갈현열의 언어로 담아냈다. 사람들이 잘못 알고 있는 돈에 대한 상식을 짚어주고, 잘못된 상식으로 지금까지 돈 모으는 데 어려움을 겪던 사람들에게 도움이 되는 정보를 알려주는 책이다. 단순히 이론적인 정보만을 알려주는 것이 아니라, 돈 불리는 데 직접적인 도움이 되는 습관을 자산에 따라 4단계로 나누어 소개하여 누구나 따라 할 수 있도록 한다. 흙수저는 아무리 노력해도 부자가 될 수 없다는 생각에 버는 족족 다 써버리는 욜로족, 커가는 아이와 늘어나는 사교육비를 보며 한숨을 내쉬는 부부, 돈을 불리고 싶지만 어떻게 하는지 몰라 시작조차 하지 못하는 초보 투자자가 보면 크게 도움을 받을 수 있다. 저자는 투자 인생 15년 동안 자칭 투자 고수들에게 사기를 당하는 등 수많은 어려움을 겪으면서 시간과 노력을 들이지 않고 쉽게 돈 버는 방법은 없다는 걸 깨달았다. 그리고 자신이 겪은 아픔을 다른 이들은 경험하지 않길 바라는 마음에 이 책을 집필했다. 잠시 요행으로 돈을 벌 수 있더라도 오랜 시간 동안 그 돈을 유지하려면 갖고 있는 돈의 규모에 따라 적절한 행동과 생각을 해야 한다. 다양한 사례, 이해를 돕는 일러스트, 단계별로 정리된 행동 지침, 저자의 특급 비법이 담긴 투자 시나리오까지 담긴 이 책을 통해 낯설게만 느껴졌던 돈과 한층 더 가까워질 수 있을 것이다.",재테크일반,"9.3"
392,내게 무해한 사람,최은영 저,문학동네,"2018년 06월","13,500원","미숙했던 지난날의 작은 모서리를 쓰다듬는 부드러운 손길『쇼코의 미소』의 작가 최은영 신작 소설집2017 젊은작가상 수상작 「그 여름」 수록 진심을 꾹꾹 눌러 담은 문장으로 “인간에 대한 이해가 깊은 소설을 쓰는 작가”(소설가 김연수), “재능 있는 작가의 탄생을 알리는 소설집”(소설가 김영하)이라는 평을 받은 강렬한 데뷔작 『쇼코의 미소』 출간 이후 2년 만에 두번째 소설집을 선보인다. 2016년 12월, 그해 나온 국내외 소설을 대상으로 소설가 50인이 뽑은 ‘올해의 소설’에 선정되는 등 문단과 독자 모두에게 뜨거운 지지를 받아온 『쇼코의 미소』는 10만 부 돌파라는 경이적인 기록을 세웠다. 신인 작가의 첫 소설집에 대한 대중의 관심은 지금도 여전히 현재진행형이다. 이러한 사실이 작가에게는 커다란 부담으로 작용하기도 했을 터. 한 인터뷰를 통해 “소설이 더 발전하는 건 헛된 기대라고 생각하지만 지금보다 노력은 더 많이 하고 싶어요. (…) 오래 쓰는 작가가 되고 싶어요”라고 밝힌 것처럼, 이 젊은 소설가는 2년 동안 한 계절도 쉬지 않고 꾸준히 소설을 발표하며 자신을 향한 기대와 우려 섞인 시선에 ‘소설’로써 응답했다. 그렇게 발표한 일곱 편의 중단편소설을 다시 처음부터 끝까지 꼼꼼히 매만지며 퇴고한 결과물이 『내게 무해한 사람』이다. 특정한 시기에 여러 번 듣게 된 노래에는 강력한 인력이 있어 그 노래를 다시 듣는 것만으로도 당시의 기억이 함께 이끌려 나온다. 『내게 무해한 사람』에 실린 일곱 편의 작품은 재생 버튼을 누르는 순간 잊고 있던 어떤 풍경을 우리 앞에 선명히 비추는, 한 시기에 우리를 지배했던 그런 노래 같은 소설들이다. 그렇게 불려 나온 풍경의 한편에는 시간의 흐름에 따라 자연히 멀어진 사람들―그 시절엔 붙어다니는 게 당연하고 자연스러웠던 친구와 연인, 자매와 친척 들―이 자리해 있고, 다른 한편에는 그런 시간의 흐름에도 마모되지 않은 마음이 박혀 있다. 아니, 더 정확히는 오해와 착각, 독선과 무지로 멀어지게 된 한 시절이 담겨 있다. 최은영은 이 미숙했던 과거를 회상하는 인물들의 내면을 비추며, 그 안에서 거세게 일어났다 잦아드는 마음의 흔들림을 섬세하고 정직하게 써내려간다. 그리고 그들을 통해 우리는, 과거는 완료되는 것이 아니라 현재의 위치에서 끊임없이 재조정되며 다시 살아나는 것임을, 기억을 마주한다는 건 미련이나 나약함에서 비롯되는 것이 아니라 단단한 용기에서 나오는 것임을 알게 될 것이다.",한국 단편소설,"9.1"
